#{"t_start": 1734361168.2728922, "env_id": "LunarLander-v3"}
r,l,t
-123.665795,73,2.347485
-138.747077,104,4.478033
-270.431321,92,6.364398
-173.050546,74,7.888175
-325.212638,117,10.28209
-35.542559,95,12.23148
-322.274317,92,14.122776
-107.571539,77,15.706917
