#{"t_start": 1737980619.4183114, "env_id": "LunarLanderTargetPos"}
r,l,t
-75.462437,85,10.630348
-121.169852,71,10.669451
-118.367429,158,10.752714
-171.572954,116,10.813004
-121.017425,57,10.843221
-51.96578,87,10.889192
-146.406257,83,10.932676
-112.50782,114,10.992493
-163.952927,108,11.048589
-188.552879,123,11.114734
-158.795616,76,11.156202
-164.696754,97,11.20701
-83.476829,119,11.269288
-122.278997,76,11.309134
-155.32221,102,11.362578
-116.287795,70,11.399292
-71.244964,80,11.440758
-256.460679,127,11.507068
-136.512667,63,11.540097
-159.447528,105,11.594902
-153.139482,76,11.635911
-142.347892,77,12.455659
-95.446634,69,12.492001
-106.106914,51,12.518938
-74.790011,70,12.556191
-228.70017,85,12.600756
-213.968621,74,12.639976
-140.489586,81,12.6827
-91.041774,73,12.721096
-255.035709,105,12.776233
-83.337361,65,12.810511
-167.251747,73,12.84907
-111.002447,83,12.89282
-134.0244,67,12.92795
-118.300431,74,12.966919
-57.514284,78,13.007854
-92.964636,82,13.050784
-133.023067,74,13.090923
-67.05877,62,13.125586
-85.23416,86,13.17194
-154.076021,94,13.221381
-218.341715,122,13.285961
-114.062511,68,13.321675
-81.97603,66,13.356268
-25.332032,81,13.39882
-56.649561,87,13.444013
-44.9835,88,13.489816
-95.91019,93,14.315822
-125.901008,72,14.353741
-122.619457,238,14.477972
-238.137598,96,14.531434
-127.877646,67,14.568585
-136.474545,101,14.623259
-162.560275,87,14.670393
-98.408478,64,14.705393
-77.07445,58,14.737271
-41.905077,69,14.775023
-80.23811,78,14.817201
-323.767667,94,14.869902
-127.460107,160,14.956914
-67.02145,73,14.997076
-141.389274,96,15.048653
-151.307198,196,15.15545
-154.239618,80,15.19898
-99.765172,123,15.265047
-235.971755,151,15.345428
-115.800841,65,15.382105
-71.174325,94,16.214851
-65.261878,64,16.25056
-23.05729,137,16.322879
-66.287679,113,16.382411
13.332363,156,16.46406
-77.894157,92,16.513055
-62.779875,123,16.57741
-85.259861,93,16.626251
-150.26901,75,16.666739
-91.077894,169,16.755699
-68.191644,73,16.794392
-125.93776,110,16.852296
-201.978654,115,16.913022
-25.733658,90,16.962744
-173.248692,110,17.020756
-138.098041,67,17.055585
-159.701823,143,17.131932
-288.375141,155,17.216963
-35.745382,84,17.262782
-76.505073,70,18.077525
-294.368113,215,18.190768
-97.837183,108,18.247591
-45.572712,115,18.308825
-251.730792,106,18.366063
71.824468,221,18.48733
-91.118369,181,18.582656
28.495802,203,18.689445
-66.652806,78,18.730633
-195.717486,145,18.808995
-87.419535,142,18.884083
-82.758834,91,18.941125
-243.728874,116,19.002444
-71.808771,75,19.044077
-138.346898,214,19.949675
-254.854704,135,20.022298
-600.923394,22528,41.029391
-116.699818,94,41.081457
-126.967681,77,41.123407
-258.387558,124,41.190586
-64.69101,91,41.239413
-148.502912,91,41.289176
-59.440224,122,41.354356
-72.291539,106,41.411235
-133.857636,102,41.465883
-44.344315,82,41.510349
-33.70549,119,41.574118
-154.003987,101,41.627916
-177.519747,102,41.683619
-64.284258,88,41.730973
-11.89274,89,41.77854
-55.18924,81,41.821975
-83.417769,91,41.872217
-204.994944,159,41.957077
-104.956216,79,41.998836
-187.250396,79,42.040159
-108.266708,85,42.870305
-52.037934,111,42.931888
-66.334918,143,43.009721
-97.440159,109,43.069364
-28.453355,140,43.14641
-116.01315,85,43.193407
-227.091879,108,43.252283
-67.135718,105,43.309099
-56.29358,87,43.355218
-216.561932,109,43.41294
-27.681829,78,43.454289
-70.151277,142,43.529196
-30.565239,112,43.589131
-37.513061,135,43.660093
-60.786648,164,43.746216
-38.05589,96,43.797477
-391.130695,116,43.858603
-72.027473,129,43.926976
-4.862921,132,44.791054
-82.289527,117,44.853197
-162.616827,92,44.902615
-170.791758,126,44.969466
-101.701866,140,45.043357
-63.133518,144,45.121087
-32.601733,109,45.179649
-92.378308,120,45.244525
-84.837449,141,45.320335
-31.730076,215,45.435049
-106.738161,127,45.503236
-87.885293,127,45.571226
-8.599797,76,45.612537
-98.953198,142,45.688239
-34.948647,80,45.731237
26.161015,126,45.798914
-43.234419,123,46.668486
-64.722079,100,46.723381
-16.384684,104,46.779102
-39.421893,92,46.829098
-92.491319,129,46.898641
-72.060622,143,46.974899
-71.718324,127,47.043277
-69.082006,132,47.124783
-101.216769,115,47.185566
-30.253147,174,47.277547
-69.281697,151,47.357553
-77.566308,128,47.425224
-74.849095,128,47.492553
-47.799089,137,47.565158
-74.546606,140,47.639071
-20.593917,119,47.702112
-31.554953,131,48.621134
-70.040969,156,48.704928
1.957956,112,48.764673
-86.101382,147,48.843002
-68.645587,122,48.907854
-75.330929,152,48.988254
-46.103429,128,49.0561
-38.983141,134,49.128295
-253.788729,171,49.219125
-47.652144,156,49.301375
-88.561168,212,49.412281
-32.513839,167,49.499379
19.119806,109,49.556986
-65.239078,196,49.65946
-28.225307,143,50.521325
-313.395003,171,50.610228
-236.8444,202,50.720149
-100.555808,187,50.821939
-491.718648,191,50.926186
-0.903582,218,51.043591
-134.023617,156,51.127463
-141.069906,81,51.16989
-50.928251,82,51.214055
-159.367144,192,51.314721
-64.800051,154,51.408941
-100.172929,245,51.536486
-291.381645,187,52.424737
11.731121,127,52.491605
-9.167865,159,52.575126
-28.553445,137,52.647063
-215.416647,175,52.738378
-15.873052,157,52.820606
-227.494812,195,52.922082
-58.773308,212,53.032856
-84.861936,257,53.171614
-50.36891,191,53.275628
-61.547978,143,53.351497
-81.309191,109,53.408723
-61.185006,165,54.285349
-235.655051,215,54.397979
-121.447825,215,54.509968
-44.061244,183,54.605558
-53.35403,152,54.685309
-116.182851,224,54.802165
2.042802,208,54.910737
-229.164576,249,55.040639
-106.241766,283,55.190269
-213.016173,183,55.289487
-19.919376,224,56.203819
-194.577553,188,56.304871
-11.307444,145,56.382597
-89.783546,211,56.504349
-82.75391,292,56.659686
24.82286,249,56.792273
-201.908149,202,56.900666
-152.77379,169,56.990995
-26.79655,143,57.067645
-32.892948,155,57.150409
8.221588,134,58.001698
23.615775,162,58.087507
-6.420929,184,58.185651
-60.965921,267,58.330388
37.01772,132,58.402745
-22.175335,183,58.503333
-52.014168,201,58.613365
28.799543,138,58.689432
-171.038971,205,58.802351
-29.422749,109,58.86202
-103.681361,225,58.98531
-72.587237,205,59.879049
-143.290895,213,59.991541
3.338013,288,60.143864
-2.86066,156,60.228398
-3.9027,194,60.333283
-64.156181,209,60.446202
-32.440317,252,60.581375
-59.951054,236,60.708011
275.884923,758,61.916976
-59.627369,209,62.028022
24.521986,203,62.139853
-57.335764,207,62.253994
-20.889211,215,62.368975
25.197496,204,62.477788
-139.487882,171,62.569852
24.22243,231,62.692222
-34.365672,243,62.821471
38.519836,181,63.707996
-9.81866,150,63.789281
22.796221,199,63.895338
22.47603,249,64.027817
46.53298,237,64.157923
8.744347,181,64.256332
-5.26129,257,64.391292
-41.954522,220,64.507364
-4.935999,175,64.599544
22.917685,234,64.721953
-7.213686,177,65.60798
-42.634916,184,65.705685
-46.443633,259,65.850129
25.82527,154,65.932206
26.145542,233,66.05509
-7.796616,242,66.182606
29.748019,285,66.332059
4.428724,227,66.452118
-69.193068,233,66.579862
42.441747,163,67.466548
-14.324886,295,67.623904
38.357332,160,67.709984
-6.111901,269,67.85359
-2.661716,208,67.969271
-45.255251,277,68.119726
-32.517815,236,68.244333
22.315959,279,68.390602
42.684019,198,68.495296
-56.638213,227,69.395948
-40.456871,265,69.53444
9.519684,218,69.648458
2.585298,193,69.749515
-23.724576,303,69.912617
-12.53603,276,70.063454
-22.633842,270,70.20691
24.311452,329,70.379834
222.732761,4053,74.257733
-6.857572,266,75.214745
38.432974,410,75.433336
259.785212,735,75.826329
-26.574249,259,75.962418
-11.353281,288,76.112932
-19.385115,268,77.077829
24.078773,349,77.269867
-38.181747,261,77.412686
7.662246,350,77.603976
268.781474,516,77.890574
-23.47491,232,78.017943
267.02705,768,79.236778
-45.200647,263,79.380694
-45.423794,250,79.51745
-61.902847,389,79.72969
245.019376,713,80.938237
-23.144092,352,81.133506
14.588617,271,81.278486
275.344521,1601,82.988243
-39.94614,214,83.106753
-8.493231,212,83.225441
-39.878646,286,83.383163
-53.657853,269,83.530936
-38.237329,288,83.689338
17.13501,296,83.851446
-6.726548,199,83.969895
221.520985,424,85.016525
-30.110558,202,85.12855
-10.448623,276,85.281339
-63.59701,243,85.413784
238.010654,426,85.649079
20.840783,301,85.815452
4.355466,287,86.773144
7.235549,350,86.959022
250.897489,395,87.175465
23.607307,263,87.318617
-20.642659,245,87.451612
0.873942,227,87.574117
241.540438,2010,89.461198
266.15254,672,90.629921
255.829477,604,90.959945
18.471745,315,91.128944
236.159454,616,91.456866
21.138753,245,91.586254
196.690613,476,92.653697
-10.495937,315,92.822447
-1.370026,250,92.956279
-8.78014,253,93.092541
246.963538,594,93.421912
-54.993897,349,94.403975
215.003153,427,94.631758
-30.689571,248,94.76328
188.910047,555,95.062247
252.454288,446,95.30246
-91.00158,467,96.356661
-30.968822,312,96.521342
209.912994,701,96.892655
227.795267,446,97.127768
237.810227,459,98.165256
-112.47324,599,98.47823
-118.320175,543,98.762254
229.833838,490,99.019367
-21.977064,315,99.189497
214.207482,463,100.233721
221.690385,586,100.5505
-82.400614,408,100.771306
236.088002,626,101.113739
189.386489,586,102.225476
213.15435,733,102.620791
192.380574,1121,104.041177
234.295457,626,104.376049
172.412292,776,104.788837
-161.920555,676,105.937212
239.473979,469,106.191665
-145.735379,683,106.55485
174.81753,916,107.853336
145.1006,897,108.342294
230.071952,540,108.634736
171.011166,853,109.90915
255.916051,516,110.190715
261.297921,434,110.428784
154.876265,1109,111.836021
262.367304,479,112.094245
-185.315494,992,113.439847
179.598299,928,113.942858
250.491795,654,114.298426
192.37522,998,115.681627
231.111735,523,115.966897
212.997138,658,116.322291
267.649296,410,117.345239
208.947909,1243,118.021922
274.037532,464,118.270217
216.935714,765,119.478917
202.654345,683,119.851965
272.495413,393,120.065192
209.907619,508,121.136972
284.672193,484,121.395938
278.274135,424,121.626584
219.443889,435,121.856524
277.84962,374,122.054995
206.641597,491,123.116618
239.592472,443,123.350114
196.247096,528,123.627774
238.630776,701,124.009365
291.759366,357,125.001924
259.839522,379,125.208303
178.298751,1342,125.939411
240.687304,551,127.056925
216.884489,616,127.390781
248.397343,431,127.61903
258.190729,722,128.810466
223.139427,461,129.055207
246.350618,658,129.412225
151.813719,580,129.720448
222.767569,601,130.844981
-77.063742,409,131.074954
236.358823,608,131.409222
221.33577,600,132.534357
275.033827,386,132.737582
-77.485688,389,132.948585
271.470535,369,133.151451
259.836856,639,133.499156
220.595939,514,134.607039
219.078015,516,134.889711
230.302418,417,135.11539
289.395075,396,135.334371
198.051396,663,136.509228
219.66546,479,136.77482
266.829731,587,137.099805
230.736312,573,137.409976
252.051403,602,138.534344
239.18285,515,138.814549
155.471563,635,139.170524
245.052701,457,139.419718
33.945231,364,140.408142
288.919216,364,140.616542
244.897534,431,140.855459
230.048321,597,141.183942
281.085187,489,142.319764
246.808179,422,142.544851
283.426254,414,142.76883
29.823303,315,142.936732
285.704968,369,143.140229
288.021426,344,143.326775
280.69196,354,144.315373
234.018043,529,144.597919
257.370301,512,144.870112
228.518273,383,145.071092
241.694034,559,146.164912
267.466429,338,146.351303
222.8419,532,146.638193
277.114653,352,146.826893
223.071976,407,147.049998
249.506412,464,148.105733
50.919897,289,148.263005
261.138816,322,148.439318
241.639791,443,148.682574
236.940757,403,148.903605
263.824842,394,149.907024
275.731934,401,150.130377
258.022578,304,150.295666
263.205945,427,150.525819
279.583086,338,150.705931
273.86913,495,151.774494
259.512582,458,152.025584
-11.69281,240,152.155893
225.961494,475,152.414171
266.083349,493,152.681261
256.929534,403,153.685508
211.251373,400,153.896222
273.32083,320,154.06382
246.667575,486,154.320697
290.483697,481,154.574709
271.198732,305,155.541664
289.609805,289,155.695362
267.664854,350,155.885035
238.202488,291,156.039881
229.901208,679,156.413205
275.040533,342,156.601074
39.410086,224,157.545151
285.905611,288,157.705112
288.518616,242,157.83951
217.762145,329,158.020267
305.320748,282,158.175008
253.495479,615,158.511409
262.452778,324,159.506372
287.19812,291,159.663753
276.971483,315,159.833774
233.71375,333,160.014518
252.242385,308,160.178403
263.03892,345,160.362774
191.674299,604,161.494876
288.801481,315,161.667541
275.593901,472,161.930412
309.260024,289,162.08933
260.723141,405,162.307138
-2.572965,255,163.381861
223.191292,371,163.578148
229.550791,334,163.754643
272.979878,267,163.894592
226.390391,389,164.099998
286.596553,545,164.391148
280.70141,331,165.396645
52.153615,246,165.526264
257.963777,382,165.728769
225.58501,438,165.961504
267.743365,358,166.156677
243.100837,431,167.200902
294.570687,253,167.337498
300.090428,420,167.564626
218.027063,341,167.746109
276.566711,298,167.905258
250.748457,410,168.126961
245.4319,312,168.304801
259.338569,397,169.320967
276.425574,303,169.482925
261.978002,343,169.665538
243.383121,291,169.820879
235.090268,400,170.03741
265.241616,373,171.035243
265.543934,380,171.246504
244.455724,280,171.394901
285.456449,361,171.586829
285.25713,403,171.80177
233.984015,388,172.006993
53.676686,230,172.909761
249.955096,417,173.138975
305.979916,237,173.265203
278.608913,552,173.562421
229.403538,388,173.770412
62.720996,245,173.902289
290.894103,355,174.897764
217.418375,450,175.138339
73.57931,180,175.233078
-20.835418,120,175.296707
265.849495,382,175.498533
301.191938,381,175.70041
241.843105,316,175.873063
301.805462,272,176.815386
222.755077,338,176.994888
235.903664,386,177.205829
255.616644,451,177.453351
286.194121,413,177.68792
276.83768,427,178.720531
239.037827,483,178.978496
262.217539,323,179.151857
257.607843,353,179.344127
42.134203,261,179.4836
257.654779,835,180.74072
295.765266,232,180.867121
