#{"t_start": 1738145068.802269, "env_id": "LunarLanderTargetPos"}
r,l,t
-34.774873,125,12.074309
-436.683611,105,12.130809
-35.466352,73,12.1702
-145.34876,121,12.235028
-274.240087,115,12.29671
-226.077408,99,12.349313
-248.319349,78,12.391483
-285.239385,92,13.254626
-74.571426,152,13.33639
-243.010042,90,13.385087
-67.013302,128,13.453457
-121.923038,102,13.508234
3.123839,80,13.551217
-113.042855,130,13.621221
-96.337809,77,13.662587
-21.634274,97,13.714825
-13.938229,88,13.761731
-103.045787,156,13.844388
-93.774712,107,13.901626
-66.875281,81,13.944952
-262.622129,156,14.028221
-92.362991,76,14.068974
-81.070105,113,14.129591
-60.918681,81,14.173101
-113.020655,108,14.231161
-36.924193,102,14.285396
-182.287467,120,15.160265
-112.723008,115,15.224849
-389.027311,141,15.302387
-461.362406,171,15.397355
-141.138629,65,15.433479
-102.307524,130,15.505239
6.007536,258,15.649692
-36.68996,204,15.763327
-91.795943,206,15.878449
-116.863076,114,15.941849
-76.875166,194,16.046529
-173.735574,107,16.104298
-583.864924,212,16.218446
-77.327961,146,17.116045
-42.679803,143,17.192661
-305.852678,120,17.257417
82.086275,105,17.31399
-116.361097,122,17.379974
-270.551127,136,17.453581
-75.509739,139,17.528173
-41.888119,118,17.591505
-41.59185,110,17.652136
-177.608506,87,17.699598
-126.230776,146,17.780992
-72.755252,110,17.843074
-215.496116,153,17.924379
-309.050593,196,18.029361
-116.540518,79,18.071783
-0.336206,85,18.117327
-248.119762,107,18.173954
42.190244,82,19.016958
-54.018922,78,19.060003
-150.122648,69,19.097513
-93.901928,161,19.183593
7.502688,133,19.254913
-26.86885,182,19.352268
-54.540181,150,19.432785
-325.634492,128,19.502589
-97.85443,80,19.546565
-194.919344,163,19.634091
-28.189648,147,19.712387
-108.333117,84,19.757689
-132.022701,131,19.837325
-56.944672,173,19.93137
64.95082,123,19.996888
-138.249126,164,20.084427
-298.774984,148,20.96182
-99.465501,108,21.019883
-145.951506,178,21.115147
-183.962402,189,21.215861
-108.968564,135,21.288129
-231.864458,147,21.367662
-192.885976,134,21.43988
-111.490305,136,21.518018
-109.706327,76,21.565265
-135.623768,190,21.672596
-152.626887,151,21.756016
-69.175786,181,21.854077
-101.008212,120,21.919005
-68.976438,141,21.995728
-38.9341,140,22.878866
-243.18084,117,22.943403
-77.666635,116,23.006861
-28.124661,100,23.061465
-111.043727,137,23.135564
-85.035629,115,23.198286
-92.42863,123,23.265293
-17.171751,177,23.362717
-182.007587,111,23.423214
-99.520095,72,23.46251
-30.280589,123,23.528156
-70.06941,85,23.577244
-100.507058,98,23.637575
9.230543,155,23.723645
-227.55565,104,23.781063
-133.159833,76,23.823484
-12.62833,93,23.875137
2.180301,86,23.920987
-13.239777,106,24.770258
-25.830294,156,24.853675
-363.643307,178,24.948401
-123.742516,155,25.030295
-77.458005,168,25.119261
-14.548268,102,25.173685
-319.946035,109,25.231958
1.293443,236,25.357322
-15.114745,203,25.469362
-369.236124,117,25.53441
-54.45657,243,25.677233
-215.329274,170,25.772534
-168.681855,223,26.695266
-87.496161,237,26.826242
32.848095,250,26.964303
-207.156849,179,27.063858
